speaker1,speaker2,1,2,3,4,5,6,7,8,9
Jim,Toby,0,34,43,80,16,35,70,64,37
Jim,Todd Packer,0,7,0,0,0,0,32,47,0
Jim,Trevor,0,0,0,0,0,0,0,0,8
Jim,Val,0,0,0,0,0,0,0,5,0
Jo,Kelly,0,0,0,0,0,0,4,0,0
Jo,Kevin,0,0,0,0,0,47,17,0,0
Jo,Meredith,0,0,0,0,0,3,0,0,0
Jo,Michael,0,0,0,0,0,198,13,0,0
Jo,Oscar,0,0,0,0,0,21,0,0,0
Jo,Pam,0,0,0,0,0,0,9,0,0
Jo,Phyllis,0,0,0,0,0,7,0,0,0
Jo,Toby,0,0,0,0,0,10,4,0,0
Josh,Karen,0,0,8,0,0,0,0,0,0
Josh,Michael,0,0,61,0,0,0,0,0,0
Karen,Kelly,0,0,16,0,0,0,0,0,0
Karen,Kevin,0,0,41,0,0,0,0,0,0
Karen,Meredith,0,0,20,0,0,0,0,0,0
Karen,Michael,0,0,197,35,43,0,0,0,0
Karen,Oscar,0,0,7,0,0,0,0,0,0
Karen,Pam,0,0,174,0,30,0,0,0,0
Karen,Phyllis,0,0,77,0,0,0,0,0,0
Karen,Roy,0,0,14,0,0,0,0,0,0
Karen,Ryan,0,0,15,0,0,0,0,0,0
Karen,Stanley,0,0,24,0,0,0,0,0,0
Karen,Tony,0,0,26,0,0,0,0,0,0
Katy,Michael,100,0,0,0,0,0,0,0,0
Katy,Oscar,3,0,0,0,0,0,0,0,0
Katy,Pam,15,5,0,0,0,0,0,0,0
Katy,Roy,0,14,0,0,0,0,0,0,0
Katy,Ryan,3,0,0,0,0,0,0,0,0
Katy,Stanley,5,0,0,0,0,0,0,0,0
Kelly,Kevin,0,5,41,26,46,37,82,70,0
Kelly,Meredith,0,18,17,11,41,39,48,44,0
Kelly,Michael,0,110,128,113,189,171,179,0,0
Kelly,Nellie,0,0,0,0,0,0,0,2,0
Kelly,Oscar,0,12,15,16,46,40,79,83,0
Kelly,Pam,0,73,89,49,21,87,136,140,0
Kelly,Phyllis,0,29,22,22,35,30,66,46,0
Kelly,Robert California,0,0,0,0,0,0,0,39,0
Kelly,Roy,0,0,11,0,0,0,0,0,0
Kelly,Ryan,0,32,60,63,71,84,133,67,0
Kelly,Stanley,0,17,19,12,22,24,28,30,0
Kelly,Toby,0,26,30,19,14,2,42,32,0
Kelly,Todd Packer,0,0,0,0,0,0,4,0,0
Kelly,Val,0,0,0,0,0,0,0,19,0
Kevin,Meredith,0,8,20,19,63,68,56,54,79
Kevin,Michael,56,249,259,252,332,399,402,0,0
Kevin,Mr. Brown,8,0,0,0,0,0,0,0,0
Kevin,Nate,0,0,0,0,0,0,6,3,0
