speaker1,speaker2,line_count,word_count,scene_count,season,episode
Nellie,Todd Packer,23,243,5,8,16
Oscar,Pam,16,160,7,8,16
Oscar,Phyllis,5,38,2,8,16
Oscar,Val,7,34,2,8,16
Pam,Phyllis,4,16,2,8,16
Pam,Val,6,38,2,8,16
Phyllis,Val,12,84,4,8,16
Ryan,Waitress,6,33,1,8,16
Andy,Angela,33,380,4,8,17
Andy,Creed,5,99,1,8,17
Andy,Darryl,24,253,3,8,17
Andy,Girl s08e17,7,63,1,8,17
Andy,Kelly,24,314,3,8,17
Andy,Kevin,23,292,3,8,17
Andy,Lady,8,94,1,8,17
Andy,Meredith,18,218,2,8,17
Andy,Oscar,33,432,5,8,17
Andy,Pam,32,355,4,8,17
Andy,Phyllis,19,198,2,8,17
Andy,Toby,35,576,4,8,17
Angela,Creed,1,10,1,8,17
Angela,Darryl,6,36,2,8,17
Angela,Kelly,12,106,2,8,17
Angela,Kevin,11,101,2,8,17
Angela,Meredith,5,33,2,8,17
Angela,Oscar,13,92,4,8,17
Angela,Pam,15,96,3,8,17
Angela,Phyllis,6,35,2,8,17
Angela,Toby,24,299,3,8,17
Blogger,Blogger 2,3,29,1,8,17
Blogger,Cathy,3,29,1,8,17
Blogger,Dwight,7,97,2,8,17
Blogger,Jim,4,44,1,8,17
Blogger,Nellie,5,39,1,8,17
Blogger,Stanley,2,8,1,8,17
Blogger 2,Dwight,2,36,1,8,17
Blogger 2,Jim,3,35,1,8,17
Blogger 2,Nellie,4,30,1,8,17
Cathy,Dwight,8,137,1,8,17
Cathy,Jim,5,16,1,8,17
Cathy,Nellie,6,136,1,8,17
Cathy,Ryan,3,21,1,8,17
Cathy,Todd Packer,3,10,1,8,17
Creed,Meredith,2,6,1,8,17
Creed,Oscar,1,10,1,8,17
Creed,Toby,7,163,1,8,17
Darryl,Girl s08e17,6,37,1,8,17
Darryl,Kelly,7,83,2,8,17
Darryl,Kevin,10,88,2,8,17
Darryl,Lady,7,68,1,8,17
Darryl,Meredith,2,20,1,8,17
Darryl,Oscar,8,65,3,8,17
Darryl,Pam,13,84,3,8,17
Darryl,Phyllis,4,39,2,8,17
Darryl,Toby,7,93,2,8,17
Dwight,Erin,12,200,3,8,17
Dwight,Jim,59,871,7,8,17
Dwight,Lady Blogger,4,34,1,8,17
Dwight,Man s08e17,4,49,1,8,17
Dwight,Nellie,40,664,7,8,17
Dwight,Patty,4,29,1,8,17
Dwight,Ryan,35,473,4,8,17
Dwight,Stanley,4,52,1,8,17
Dwight,Todd Packer,10,147,2,8,17
Erin,Man s08e17,3,15,1,8,17
Erin,Old Lady,8,94,1,8,17
Erin,Ryan,4,32,1,8,17
Girl s08e17,Kelly,6,57,1,8,17
Girl s08e17,Kevin,6,40,1,8,17
Girl s08e17,Lady,9,77,1,8,17
Girl s08e17,Oscar,6,33,1,8,17
Girl s08e17,Pam,7,41,1,8,17
Girl s08e17,Toby,6,66,1,8,17
Jim,Nellie,27,351,4,8,17
Jim,Ryan,26,448,3,8,17
Jim,Todd Packer,4,8,1,8,17
Kelly,Kevin,17,212,3,8,17
Kelly,Lady,7,88,1,8,17
Kelly,Meredith,3,47,1,8,17
Kelly,Oscar,13,147,3,8,17
Kelly,Pam,17,184,3,8,17
Kelly,Phyllis,3,37,1,8,17
Kelly,Toby,16,204,2,8,17
Kevin,Lady,7,71,1,8,17
Kevin,Meredith,6,69,1,8,17
Kevin,Oscar,12,125,3,8,17
Kevin,Pam,16,162,3,8,17
Kevin,Phyllis,6,59,1,8,17
Kevin,Toby,12,160,2,8,17
Lady,Oscar,7,64,1,8,17
Lady,Pam,8,72,1,8,17
Lady,Toby,7,97,1,8,17
Lady Blogger,Patty,2,7,1,8,17
Meredith,Oscar,5,33,2,8,17
Meredith,Pam,5,37,1,8,17
Meredith,Phyllis,2,22,1,8,17
Meredith,Toby,9,167,1,8,17
Nellie,Ryan,9,235,2,8,17
Nellie,Todd Packer,8,147,2,8,17
Oscar,Pam,15,126,4,8,17
Oscar,Phyllis,4,40,2,8,17
Oscar,Toby,23,354,4,8,17
Pam,Phyllis,8,51,2,8,17
Pam,Toby,17,195,3,8,17
Phyllis,Toby,3,33,1,8,17
Ryan,Todd Packer,2,13,1,8,17
Andy,Angela,6,89,1,8,18
Andy,Creed,5,54,2,8,18
Andy,Darryl,8,93,1,8,18
Andy,Erin,16,138,2,8,18
Andy,Irene,10,100,2,8,18
Andy,Oscar,13,189,3,8,18
Andy,Pam,7,80,2,8,18
Andy,Phyllis,10,143,2,8,18
Andy,Ryan,6,62,1,8,18
Andy,Toby,6,88,1,8,18
Angela,Darryl,5,45,1,8,18
Angela,Kevin,7,62,1,8,18
Angela,Oscar,3,29,1,8,18
Angela,Phyllis,3,31,1,8,18
Angela,Toby,6,46,1,8,18
Cathy,Nellie,3,42,1,8,18
Cathy,Todd Packer,3,46,1,8,18
Creed,Oscar,2,11,1,8,18
Creed,Pam,2,14,1,8,18
Darryl,Jim,4,29,1,8,18
Darryl,Kelly,3,55,1,8,18
Darryl,Kevin,33,369,5,8,18
Darryl,Pam,4,15,1,8,18
Darryl,Phyllis,7,76,2,8,18
Darryl,Stanley,2,11,1,8,18
Darryl,Toby,38,411,6,8,18
Dwight,Gabe,11,165,1,8,18
Dwight,Jim,78,734,8,8,18
Dwight,Nellie,24,318,3,8,18
Dwight,Robert California,14,194,2,8,18
Dwight,Todd Packer,14,230,1,8,18
Elderly Woman,Erin,3,33,1,8,18
Erin,Irene,18,171,3,8,18
Gabe,Jim,5,55,1,8,18
Gabe,Nellie,2,19,1,8,18
Gabe,Todd Packer,5,95,1,8,18
Jim,Kelly,5,70,1,8,18
Jim,Nellie,14,142,3,8,18
Jim,Pam,15,182,2,8,18
Jim,Phyllis,4,28,1,8,18
Jim,Robert California,14,175,2,8,18
Jim,Stanley,10,126,2,8,18
Jim,Todd Packer,8,120,1,8,18
Kelly,Meredith,2,31,1,8,18
Kelly,Pam,7,94,2,8,18
Kelly,Phyllis,5,84,2,8,18
Kelly,Stanley,3,52,1,8,18
Kevin,Phyllis,3,30,1,8,18
Kevin,Toby,27,277,4,8,18
Meredith,Pam,2,19,1,8,18
Meredith,Phyllis,2,11,1,8,18
Nellie,Robert California,16,231,3,8,18
Nellie,Todd Packer,13,267,3,8,18
Oscar,Pam,2,20,1,8,18
Oscar,Phyllis,4,35,2,8,18
Oscar,Ryan,3,14,1,8,18
Pam,Phyllis,8,51,3,8,18
Pam,Ryan,3,24,1,8,18
Pam,Stanley,9,74,2,8,18
Phyllis,Ryan,3,13,1,8,18
Phyllis,Stanley,2,10,1,8,18
Phyllis,Toby,3,14,1,8,18
Robert California,Todd Packer,7,139,1,8,18
Alonzo,Erin,4,22,1,8,19
Andy,Erin,51,601,6,8,19
Andy,Glenn,16,225,4,8,19
Andy,Irene,24,303,4,8,19
Andy,Jim,13,143,2,8,19
Andy,Kevin,4,47,1,8,19
Andy,Pam,2,22,1,8,19
Andy,Robert California,6,65,1,8,19
Angela,Dwight,2,27,1,8,19
Angela,Jim,3,56,1,8,19
Angela,Pam,2,22,1,8,19
Creed,Darryl,6,11,1,8,19
Creed,Dwight,9,58,1,8,19
Creed,Jim,2,39,1,8,19
Darryl,Dwight,19,92,3,8,19
Darryl,Jim,13,85,3,8,19
Darryl,Kevin,5,34,2,8,19
Darryl,Meredith,2,17,1,8,19
Darryl,Nellie,4,56,1,8,19
Darryl,Oscar,2,26,1,8,19
Darryl,Pam,2,21,1,8,19
Darryl,Phyllis,2,2,1,8,19
Darryl,Ryan,2,20,1,8,19
Dwight,Jim,29,277,5,8,19
Dwight,Kevin,7,49,2,8,19
Dwight,Meredith,3,30,1,8,19
Dwight,Nellie,18,228,2,8,19
Dwight,Oscar,3,39,1,8,19
Dwight,Pam,12,112,3,8,19
Dwight,Phyllis,11,87,2,8,19
Dwight,Ryan,3,33,1,8,19
Erin,Glenn,14,138,4,8,19
Erin,Irene,29,314,5,8,19
Erin,Jim,5,47,1,8,19
Glenn,Irene,16,132,4,8,19
Glenn,Jim,5,33,1,8,19
Irene,Jim,9,82,1,8,19
Jim,Kevin,18,116,3,8,19
Jim,Meredith,12,71,2,8,19
Jim,Nellie,34,353,4,8,19
Jim,Oscar,3,33,1,8,19
Jim,Pam,14,116,5,8,19
Jim,Phyllis,8,60,2,8,19
Jim,Robert California,31,309,3,8,19
Jim,Ryan,3,27,1,8,19
Jim,Stanley,9,46,1,8,19
Jim,Toby,4,70,1,8,19
Kelly,Nellie,2,18,1,8,19
Kevin,Meredith,6,49,2,8,19
Kevin,Nellie,17,232,3,8,19
Kevin,Oscar,3,40,1,8,19
Kevin,Pam,7,76,3,8,19
Kevin,Phyllis,2,2,1,8,19
Kevin,Robert California,7,69,2,8,19
Kevin,Ryan,3,34,1,8,19
Kevin,Stanley,3,17,1,8,19
Meredith,Nellie,8,101,1,8,19
Meredith,Oscar,2,25,1,8,19
Meredith,Pam,2,20,1,8,19
Meredith,Robert California,2,17,1,8,19
Meredith,Ryan,2,19,1,8,19
Meredith,Stanley,2,9,1,8,19
Nellie,Pam,31,451,5,8,19
Nellie,Phyllis,16,213,3,8,19
Nellie,Robert California,22,259,3,8,19
Nellie,Stanley,8,100,1,8,19
Nellie,Toby,6,72,1,8,19
Oscar,Pam,2,29,1,8,19
Oscar,Ryan,2,28,1,8,19
Pam,Phyllis,3,20,1,8,19
Pam,Robert California,2,21,1,8,19
Pam,Ryan,2,23,1,8,19
Pam,Toby,5,71,1,8,19
Robert California,Stanley,2,16,1,8,19
Andy,Erin,73,754,9,8,20
Andy,Jessica,44,522,4,8,20
Andy,Kenny,20,232,2,8,20
Andy,Lauren,30,352,3,8,20
Andy,Megan,20,217,2,8,20
Andy,Party guests,10,116,1,8,20
Andy,Woman s08e20,5,54,1,8,20
Angela,Creed,4,44,2,8,20
Angela,Darryl,2,32,1,8,20
Angela,Dwight,4,50,1,8,20
Angela,Gabe,3,35,1,8,20
Angela,Jim,16,245,3,8,20
Angela,Kevin,2,8,1,8,20
Angela,Magician,3,25,1,8,20
Angela,Nellie,7,65,2,8,20
Angela,Oscar,17,192,5,8,20
Angela,Pam,26,291,5,8,20
Angela,Phyllis,16,139,4,8,20
Angela,Robert California,3,34,1,8,20
Angela,Ryan,4,28,1,8,20
Creed,Darryl,2,42,1,8,20
Creed,Jim,3,70,1,8,20
Creed,Kevin,2,18,1,8,20
Creed,Magician,3,11,1,8,20
Creed,Nellie,2,9,1,8,20
Creed,Oscar,5,56,2,8,20
Creed,Pam,6,75,2,8,20
Creed,Phyllis,2,18,1,8,20
Creed,Robert California,3,20,1,8,20
Creed,Ryan,4,38,1,8,20
Darryl,Kevin,2,32,1,8,20
Darryl,Oscar,2,35,1,8,20
Darryl,Pam,4,81,1,8,20
Darryl,Phyllis,2,32,1,8,20
Darryl,Ryan,4,52,1,8,20
Dwight,Gabe,5,45,1,8,20
Dwight,Jim,50,445,5,8,20
Dwight,Kevin,7,41,2,8,20
Dwight,Magician,10,171,1,8,20
Dwight,Meredith,3,5,1,8,20
Dwight,Nellie,39,567,5,8,20
Dwight,Oscar,8,77,2,8,20
Dwight,Pam,26,241,4,8,20
Dwight,Phyllis,6,53,1,8,20
Dwight,Robert California,21,235,2,8,20
Dwight,Stanley,3,8,1,8,20
Erin,Jessica,22,169,4,8,20
Erin,Kenny,8,32,2,8,20
Erin,Lauren,18,153,3,8,20
Erin,Megan,12,75,2,8,20
Erin,Party guests,4,20,1,8,20
Erin,Woman s08e20,3,8,1,8,20
Gabe,Jim,7,68,1,8,20
Gabe,Oscar,3,44,1,8,20
Gabe,Pam,9,91,1,8,20
Gabe,Phyllis,5,38,1,8,20
Hank,Jim,6,50,1,8,20
Hank,Pam,8,66,1,8,20
Jessica,Kenny,15,125,2,8,20
Jessica,Lauren,17,124,3,8,20
Jessica,Megan,12,72,2,8,20
Jessica,Party guests,4,16,1,8,20
Jessica,Woman s08e20,3,9,1,8,20
Jim,Kevin,5,56,1,8,20
Jim,Magician,16,262,2,8,20
Jim,Nellie,40,492,6,8,20
Jim,Oscar,16,256,3,8,20
Jim,Pam,47,504,6,8,20
Jim,Phyllis,12,141,2,8,20
Jim,Robert California,13,154,2,8,20
Kenny,Lauren,6,39,1,8,20
Kenny,Megan,5,26,1,8,20
Kenny,Woman s08e20,4,12,1,8,20
Kevin,Magician,9,193,1,8,20
Kevin,Meredith,3,4,1,8,20
Kevin,Nellie,16,265,2,8,20
Kevin,Oscar,6,28,2,8,20
Kevin,Pam,10,122,3,8,20
Kevin,Phyllis,2,8,1,8,20
Kevin,Robert California,20,256,2,8,20
Kevin,Ryan,4,28,1,8,20
Kevin,Stanley,3,7,1,8,20
Lauren,Megan,12,108,2,8,20
Lauren,Party guests,3,30,1,8,20
Lauren,Woman s08e20,4,31,1,8,20
Magician,Nellie,12,199,2,8,20
Magician,Oscar,4,34,1,8,20
Magician,Pam,12,185,2,8,20
Magician,Robert California,17,232,2,8,20
Megan,Party guests,6,45,1,8,20
Megan,Woman s08e20,3,18,1,8,20
Meredith,Nellie,13,209,1,8,20
Meredith,Oscar,3,15,1,8,20
Meredith,Pam,3,22,1,8,20
Meredith,Robert California,13,178,1,8,20
Meredith,Stanley,2,5,1,8,20
Nellie,Oscar,21,289,3,8,20
Nellie,Pam,30,422,5,8,20
Nellie,Phyllis,2,19,1,8,20
Nellie,Robert California,33,476,3,8,20
Nellie,Stanley,13,212,1,8,20
Oscar,Pam,31,338,6,8,20
Oscar,Phyllis,16,142,4,8,20
Oscar,Robert California,18,234,2,8,20
Oscar,Ryan,4,31,1,8,20
Oscar,Stanley,3,18,1,8,20
Pam,Phyllis,26,268,4,8,20
Pam,Robert California,23,275,3,8,20
Pam,Ryan,6,77,1,8,20
Pam,Stanley,3,25,1,8,20
Phyllis,Ryan,4,28,1,8,20
Robert California,Stanley,13,181,1,8,20
Andy,Angela,12,65,2,8,21
Andy,Creed,8,57,2,8,21
Andy,Darryl,12,195,2,8,21
Andy,Dwight,16,141,3,8,21
Andy,Erin,39,446,7,8,21
Andy,Gabe,5,49,1,8,21
Andy,Jim,9,58,1,8,21
Andy,Kevin,17,118,3,8,21
Andy,Nellie,66,657,9,8,21
Andy,Oscar,3,36,1,8,21
Andy,Pam,7,38,1,8,21
Andy,Phyllis,5,51,1,8,21
Andy,Robert California,38,467,8,8,21
Andy,Stanley,5,25,1,8,21
Angela,Creed,4,18,1,8,21
Angela,Dwight,6,73,2,8,21
Angela,Erin,6,29,2,8,21
Angela,Gabe,4,36,1,8,21
Angela,Jim,6,23,2,8,21
Angela,Kelly,8,44,1,8,21
Angela,Kevin,5,22,2,8,21
Angela,Nellie,16,146,3,8,21
Angela,Oscar,4,31,1,8,21
Angela,Pam,5,17,1,8,21
Angela,Robert California,6,48,2,8,21
Angela,Ryan,12,206,1,8,21
Angela,Toby,2,13,1,8,21
Angela,Wrangler,4,16,1,8,21
Creed,Darryl,2,38,1,8,21
Creed,Dwight,6,63,2,8,21
Creed,Erin,4,10,1,8,21
Creed,Gabe,2,37,1,8,21
Creed,Jim,6,46,1,8,21
Creed,Kevin,5,28,2,8,21
Creed,Nellie,9,84,2,8,21
Creed,Oscar,4,27,1,8,21
Creed,Pam,4,26,1,8,21
Creed,Phyllis,2,39,1,8,21
Creed,Robert California,6,42,2,8,21
Creed,Stanley,2,13,1,8,21
Darryl,Dwight,2,29,1,8,21
Darryl,Erin,4,61,1,8,21
Darryl,Gabe,2,53,1,8,21
Darryl,Jim,9,82,2,8,21
Darryl,Kevin,2,29,1,8,21
Darryl,Nellie,7,85,2,8,21
Darryl,Oscar,2,19,1,8,21
Darryl,Pam,7,85,2,8,21
Darryl,Phyllis,9,111,3,8,21
Darryl,Robert California,5,64,2,8,21
Darryl,Stanley,2,29,1,8,21
Dwight,Erin,23,167,4,8,21
Dwight,Gabe,6,81,2,8,21
Dwight,Jim,8,61,2,8,21
Dwight,Kevin,11,109,4,8,21
Dwight,Nellie,14,231,4,8,21
Dwight,Oscar,4,63,1,8,21
Dwight,Pam,4,17,1,8,21
Dwight,Phyllis,2,30,1,8,21
Dwight,Robert California,9,121,3,8,21
Dwight,Stanley,2,4,1,8,21
Dwight,Toby,2,30,1,8,21
Erin,Gabe,4,49,1,8,21
Erin,Jim,2,20,1,8,21
Erin,Kevin,11,61,3,8,21
Erin,Nellie,12,178,3,8,21
Erin,Oscar,4,23,1,8,21
Erin,Robert California,12,133,4,8,21
Erin,Toby,2,26,1,8,21
Gabe,Jim,10,102,2,8,21
Gabe,Kevin,6,65,2,8,21
Gabe,Nellie,8,109,2,8,21
Gabe,Pam,4,41,1,8,21
Gabe,Phyllis,2,54,1,8,21
Gabe,Robert California,8,117,2,8,21
Gabe,Stanley,2,28,1,8,21
Gabe,Toby,4,47,1,8,21
Jim,Kelly,10,64,2,8,21
Jim,Kevin,8,45,2,8,21
Jim,Nellie,10,89,2,8,21
Jim,Oscar,3,17,1,8,21
Jim,Pam,35,304,9,8,21
Jim,Phyllis,10,84,2,8,21
Jim,Ravi,2,42,1,8,21
Jim,Robert California,10,97,2,8,21
Jim,Ryan,21,317,3,8,21
Jim,Stanley,6,37,1,8,21
Jim,Toby,2,18,1,8,21
Jim,Wrangler,4,24,1,8,21
Kelly,Kevin,2,3,1,8,21
Kelly,Pam,18,161,4,8,21
Kelly,Ravi,2,48,1,8,21
Kelly,Ryan,21,341,2,8,21
Kelly,Wrangler,8,52,1,8,21
Kevin,Nate,3,57,1,8,21
Kevin,Nellie,10,106,3,8,21
Kevin,Oscar,8,71,2,8,21
Kevin,Pam,14,134,3,8,21
Kevin,Phyllis,2,30,1,8,21
Kevin,Robert California,8,70,3,8,21
Kevin,Ryan,10,130,1,8,21
Kevin,Stanley,2,4,1,8,21
Kevin,Toby,2,14,1,8,21
Meredith,Phyllis,2,12,1,8,21
Nate,Oscar,4,56,1,8,21
Nate,Pam,6,99,1,8,21
Nate,Ryan,9,143,1,8,21
Nellie,Oscar,5,66,1,8,21
Nellie,Pam,6,35,1,8,21
Nellie,Phyllis,4,48,1,8,21
Nellie,Robert California,30,358,7,8,21
Nellie,Stanley,4,22,1,8,21
Nellie,Toby,2,40,1,8,21
Oscar,Pam,11,125,2,8,21
Oscar,Phyllis,5,28,2,8,21
Oscar,Robert California,3,22,1,8,21
Oscar,Ryan,11,129,1,8,21
Pam,Phyllis,8,87,2,8,21
Pam,Ravi,2,61,1,8,21
Pam,Robert California,5,37,1,8,21
Pam,Ryan,37,500,4,8,21
Pam,Stanley,4,17,1,8,21
Pam,Wrangler,5,25,1,8,21
Phyllis,Robert California,3,50,1,8,21
Phyllis,Stanley,2,30,1,8,21
Robert California,Stanley,3,24,1,8,21
Robert California,Toby,3,46,1,8,21
Ryan,Wrangler,12,214,1,8,21
Andy,Angela,8,78,2,8,22
Andy,David Wallace,10,107,1,8,22
Andy,Erin,23,289,3,8,22
Andy,Jim,18,240,2,8,22
Andy,Kevin,22,265,3,8,22
Andy,Meredith,10,165,1,8,22
Andy,Pam,19,221,3,8,22
Andy,Robert California,29,472,3,8,22
Andy,Senator Lipton,7,115,1,8,22
Andy,Speaker,7,134,1,8,22
Andy,Stanley,10,169,1,8,22
Andy,Vet,16,236,2,8,22
Andy,Waiter s08e22,11,171,1,8,22
Angela,Darryl,2,20,1,8,22
Angela,Erin,3,38,1,8,22
Angela,Kevin,7,86,2,8,22
Angela,Pam,2,11,1,8,22
Angela,Robert California,4,61,2,8,22
Creed,Dwight,3,55,1,8,22
Creed,Kevin,4,43,1,8,22
Darryl,Erin,3,33,1,8,22
Darryl,Kevin,6,119,1,8,22
Darryl,Nellie,22,162,3,8,22
Darryl,Pam,4,27,1,8,22
Darryl,Robert California,2,33,1,8,22
Dwight,Erin,5,110,1,8,22
Dwight,Jim,19,337,3,8,22
Dwight,Kevin,5,78,1,8,22
Dwight,Nellie,9,142,2,8,22
Dwight,Oscar,8,135,2,8,22
Dwight,Pam,14,201,2,8,22
Dwight,Phyllis,5,113,1,8,22
Dwight,Ryan,18,235,1,8,22
Dwight,Speaker,10,243,1,8,22
Erin,Jim,10,95,2,8,22
Erin,Kevin,16,274,3,8,22
Erin,Nellie,2,26,1,8,22
Erin,Oscar,2,13,1,8,22
Erin,Pam,12,118,4,8,22
Erin,Phyllis,2,21,1,8,22
Erin,Robert California,6,109,1,8,22
Erin,Senator Lipton,2,7,1,8,22
Erin,Speaker,2,26,1,8,22
Erin,Vet,6,71,1,8,22
Jim,Kevin,9,92,1,8,22
Jim,Nellie,10,87,2,8,22
Jim,Oscar,25,270,4,8,22
Jim,Pam,41,384,6,8,22
Jim,Phyllis,2,23,1,8,22
Jim,Ryan,22,270,1,8,22
Jim,Speaker,6,81,1,8,22
Jim,Vet,10,98,1,8,22
Kevin,Pam,16,232,3,8,22
Kevin,Robert California,2,7,1,8,22
Kevin,Vet,7,88,1,8,22
Meredith,Robert California,7,63,1,8,22
Meredith,Senator Lipton,2,28,1,8,22
Meredith,Stanley,2,14,1,8,22
Meredith,Waiter s08e22,3,16,1,8,22
Nellie,Oscar,5,55,2,8,22
Nellie,Pam,11,121,2,8,22
Nellie,Phyllis,2,29,1,8,22
Nellie,Ryan,18,239,1,8,22
Oscar,Pam,26,255,5,8,22
Oscar,Phyllis,2,16,1,8,22
Oscar,Ryan,17,245,1,8,22
Oscar,Senator Lipton,8,72,2,8,22
Pam,Phyllis,2,23,1,8,22
Pam,Ryan,23,304,1,8,22
Pam,Vet,6,62,1,8,22
Robert California,Senator Lipton,6,112,1,8,22
Robert California,Speaker,6,131,1,8,22
Robert California,Stanley,7,67,1,8,22
Robert California,Waiter s08e22,8,69,1,8,22
Senator Lipton,Speaker,2,29,1,8,22
Stanley,Waiter s08e22,3,20,1,8,22
Andy,David Wallace,10,137,1,8,23
Andy,Dwight,17,157,3,8,23
Andy,Erin,20,239,3,8,23
Andy,Harry,15,155,2,8,23
Andy,Jim,11,77,1,8,23
Andy,Kevin,3,32,1,8,23
Andy,Mr. Ramish,14,201,2,8,23
Andy,Oscar,3,32,1,8,23
Andy,Phyllis,3,42,1,8,23
Andy,Receptionist,7,52,1,8,23
Andy,Robert California,25,370,3,8,23
Andy,Stanley,3,33,1,8,23
Angela,Gabe,2,20,1,8,23
Angela,Nellie,2,32,1,8,23
Angela,Pam,2,45,1,8,23
Creed,Dwight,2,8,1,8,23
Creed,Toby,2,3,1,8,23
David Wallace,Erin,6,54,1,8,23
David Wallace,Robert California,9,99,1,8,23
Dwight,Erin,2,10,1,8,23
Dwight,Gabe,17,158,4,8,23
Dwight,Harry,54,582,8,8,23
Dwight,Jim,96,786,12,8,23
Dwight,Kevin,6,49,1,8,23
Dwight,Mr. Ramish,10,104,1,8,23
Dwight,Oscar,6,49,1,8,23
Dwight,Phyllis,6,59,1,8,23
Dwight,Robert California,23,263,3,8,23
Dwight,Stanley,6,50,1,8,23
Dwight,Toby,9,110,2,8,23
Erin,Harry,5,53,1,8,23
Erin,Robert California,7,75,1,8,23
Gabe,Jim,16,156,3,8,23
Gabe,Nellie,3,63,1,8,23
Gabe,Robert California,2,15,1,8,23
Harry,Jim,31,326,6,8,23
Harry,Mr. Ramish,6,50,1,8,23
Harry,Robert California,14,181,1,8,23
Harry,Toby,10,165,2,8,23
Jim,Kevin,10,53,1,8,23
Jim,Mr. Ramish,6,46,1,8,23
Jim,Oscar,10,53,1,8,23
Jim,Phyllis,10,63,1,8,23
Jim,Robert California,14,114,2,8,23
Jim,Stanley,10,54,1,8,23
Jim,Toby,6,99,1,8,23
Kevin,Oscar,2,8,1,8,23
Kevin,Phyllis,2,18,1,8,23
Kevin,Robert California,3,52,1,8,23
Kevin,Stanley,2,9,1,8,23
Mr. Ramish,Receptionist,6,34,1,8,23
Nellie,Pam,28,245,3,8,23
Nellie,Robert California,8,89,1,8,23
Oscar,Phyllis,2,18,1,8,23
Oscar,Robert California,3,52,1,8,23
Oscar,Stanley,2,9,1,8,23
Pam,Robert California,29,185,2,8,23
Phyllis,Robert California,3,62,1,8,23
Phyllis,Stanley,2,19,1,8,23
Robert California,Stanley,3,53,1,8,23
Andy,Creed,2,14,1,8,24
Andy,David Wallace,29,284,3,8,24
Andy,Erin,21,299,2,8,24
Andy,Gabe,23,296,2,8,24
Andy,Jim,40,432,5,8,24
Andy,Kevin,12,214,1,8,24
Andy,Meredith,3,17,1,8,24
Andy,Nellie,47,489,5,8,24
Andy,Oscar,13,217,1,8,24
Andy,Pam,23,278,2,8,24
Andy,Phyllis,12,93,2,8,24
Andy,Robert California,23,310,3,8,24
Andy,Stanley,9,57,1,8,24
Andy,Toby,16,261,1,8,24
Angela,Dwight,25,220,5,8,24
Angela,Erin,3,36,1,8,24
Angela,Jim,2,11,1,8,24
Angela,Mose,5,42,1,8,24
Angela,Phyllis,3,13,1,8,24
Angela,Senator Lipton,21,150,5,8,24
Brandon,Darryl,12,144,1,8,24
Brandon,Val,9,73,1,8,24
Calvin,Darryl,9,120,1,8,24
Calvin,Hide,5,26,1,8,24
Creed,Jim,2,22,1,8,24
Darryl,Hide,8,106,1,8,24
Darryl,Val,12,98,2,8,24
David Wallace,Jim,16,147,2,8,24
David Wallace,Meredith,4,69,1,8,24
David Wallace,Pam,10,92,1,8,24
David Wallace,Phyllis,16,153,2,8,24
David Wallace,Robert California,28,422,3,8,24
David Wallace,Stanley,10,92,1,8,24
Dwight,Jim,19,127,2,8,24
Dwight,Kelly,7,47,1,8,24
Dwight,Kevin,5,29,1,8,24
Dwight,Oscar,11,138,1,8,24
Dwight,Pam,18,77,2,8,24
Dwight,Photographer,7,31,1,8,24
Dwight,Phyllis,6,22,1,8,24
Dwight,Robert California,8,73,1,8,24
Dwight,Senator Lipton,13,127,3,8,24
Erin,Gabe,6,59,1,8,24
Erin,Jim,8,90,1,8,24
Erin,Kevin,6,61,1,8,24
Erin,Nellie,8,72,1,8,24
Erin,Oscar,7,64,1,8,24
Erin,Pam,8,68,1,8,24
Erin,Phyllis,2,25,1,8,24
Erin,Senator Lipton,4,62,1,8,24
Erin,Toby,10,108,1,8,24
Gabe,Jim,7,53,2,8,24
Gabe,Kevin,2,10,1,8,24
Gabe,Nellie,14,75,2,8,24
Gabe,Oscar,3,13,1,8,24
Gabe,Pam,4,17,1,8,24
Gabe,Toby,6,57,1,8,24
Jake,Meredith,2,10,1,8,24
Jim,Kevin,14,93,2,8,24
Jim,Nellie,17,108,2,8,24
Jim,Oscar,5,44,1,8,24
Jim,Pam,45,240,4,8,24
Jim,Photographer,13,56,1,8,24
Jim,Phyllis,4,32,2,8,24
Jim,Robert California,9,110,2,8,24
Jim,Stanley,2,7,1,8,24
Jim,Toby,8,88,1,8,24
Kelly,Kevin,4,42,1,8,24
Kelly,Oscar,10,151,1,8,24
Kelly,Pam,4,44,1,8,24
Kelly,Phyllis,5,35,1,8,24
Kelly,Ravi,2,30,1,8,24
Kelly,Robert California,7,86,1,8,24
Kevin,Nellie,4,23,1,8,24
Kevin,Oscar,11,148,2,8,24
Kevin,Pam,16,111,3,8,24
Kevin,Phyllis,3,17,1,8,24
Kevin,Robert California,5,68,1,8,24
Kevin,Toby,6,59,1,8,24
Meredith,Robert California,5,132,1,8,24
Nellie,Oscar,5,26,1,8,24
Nellie,Pam,6,30,1,8,24
Nellie,Toby,8,70,1,8,24
Oscar,Pam,13,157,2,8,24
Oscar,Phyllis,9,126,1,8,24
Oscar,Robert California,11,177,1,8,24
Oscar,Senator Lipton,5,29,1,8,24
Oscar,Toby,7,62,1,8,24
Pam,Photographer,10,31,1,8,24
Pam,Phyllis,5,33,2,8,24
Pam,Robert California,8,114,2,8,24
Pam,Stanley,2,12,1,8,24
Pam,Toby,8,66,1,8,24
Phyllis,Robert California,15,177,3,8,24
Phyllis,Senator Lipton,4,39,1,8,24
