speaker1,speaker2,1,2,3,4,5,6,7,8,9
Isabel,Pam,0,0,0,0,0,2,0,0,0
Jada,Jim,0,0,0,0,0,0,1,0,0
Jada,Kelly,0,0,0,0,0,0,1,0,0
Jada,Kevin,0,0,0,0,0,0,1,0,0
Jada,Meredith,0,0,0,0,0,0,1,0,0
Jada,Michael,0,0,0,0,0,0,3,0,0
Jada,Oscar,0,0,0,0,0,0,2,0,0
Jada,Pam,0,0,0,0,0,0,3,0,0
Jada,Phyllis,0,0,0,0,0,0,1,0,0
Jada,Toby,0,0,0,0,0,0,1,0,0
Jan,Jim,0,3,4,7,1,0,0,0,0
Jan,Josh,0,0,5,0,0,0,0,0,0
Jan,Karen,0,0,3,0,0,0,0,0,0
Jan,Kelly,0,6,0,0,2,0,0,0,0
Jan,Kevin,0,1,2,1,2,0,0,0,0
Jan,Lester,0,0,0,2,0,0,0,0,0
Jan,Meredith,0,4,0,0,0,0,0,0,0
Jan,Michael,4,42,44,33,8,0,0,0,0
Jan,Oscar,0,0,0,2,3,0,0,0,0
Jan,Pam,1,8,6,14,0,0,0,0,3
Jan,Phyllis,0,5,1,0,0,0,0,0,0
Jan,Ryan,0,0,0,2,0,0,0,0,0
Jan,Stanley,0,0,0,0,1,0,0,0,0
Jan,Toby,0,2,4,1,0,0,0,0,0
Jan,Todd Packer,0,1,0,0,0,0,0,0,0
Jessica,Jim,0,0,0,0,0,0,0,1,0
Jessica,Kelly,0,0,0,0,0,0,0,2,0
Jessica,Kevin,0,0,0,0,0,0,0,4,0
Jessica,Meredith,0,0,0,0,0,0,0,1,0
Jessica,Nate,0,0,0,0,0,0,0,1,0
Jessica,Oscar,0,0,0,0,0,0,0,1,0
Jessica,Phyllis,0,0,0,0,0,0,0,2,0
Jessica,Stanley,0,0,0,0,0,0,0,1,0
Jessica,Val,0,0,0,0,0,0,0,2,0
Jim,Jo,0,0,0,0,0,5,7,0,0
Jim,Josh,0,0,8,0,0,0,0,0,0
Jim,Karen,0,0,67,3,0,0,0,0,0
Jim,Katy,2,4,0,0,0,0,0,0,0
Jim,Kelly,0,14,6,8,19,16,21,15,0
Jim,Kevin,5,16,22,19,30,34,33,37,21
Jim,Meredith,0,4,3,6,12,19,18,16,17
Jim,Michael,17,73,55,63,79,134,53,0,0
Jim,Mr. Brown,1,0,0,0,0,0,0,0,0
Jim,Nate,0,0,0,0,0,0,2,1,0
Jim,Nellie,0,0,0,0,0,0,0,34,12
Jim,Oscar,3,18,4,15,24,29,24,34,19
Jim,Pam,23,108,53,85,102,126,90,83,99
Jim,Pete,0,0,0,0,0,0,0,0,6
Jim,Phyllis,0,15,9,14,25,38,24,35,20
Jim,Robert California,0,0,0,0,0,0,0,31,0
Jim,Roy,10,10,2,0,0,0,0,0,0
Jim,Ryan,4,24,11,11,7,17,21,30,0
Jim,Stanley,2,14,8,13,20,24,16,29,18
Jim,Susan,0,0,0,0,0,0,0,3,0
Jim,Toby,0,6,6,11,4,5,14,13,6
Jim,Todd Packer,0,2,0,0,0,0,5,10,0
Jim,Trevor,0,0,0,0,0,0,0,0,1
Jim,Val,0,0,0,0,0,0,0,1,0
Jo,Kelly,0,0,0,0,0,0,1,0,0
Jo,Kevin,0,0,0,0,0,5,1,0,0
Jo,Meredith,0,0,0,0,0,1,0,0,0
Jo,Michael,0,0,0,0,0,21,1,0,0
Jo,Oscar,0,0,0,0,0,2,0,0,0
Jo,Pam,0,0,0,0,0,0,1,0,0
Jo,Phyllis,0,0,0,0,0,1,0,0,0
Jo,Toby,0,0,0,0,0,1,1,0,0
Josh,Karen,0,0,2,0,0,0,0,0,0
Josh,Michael,0,0,8,0,0,0,0,0,0
Karen,Kelly,0,0,4,0,0,0,0,0,0
Karen,Kevin,0,0,7,0,0,0,0,0,0
Karen,Meredith,0,0,5,0,0,0,0,0,0
Karen,Michael,0,0,25,3,4,0,0,0,0
Karen,Oscar,0,0,2,0,0,0,0,0,0
Karen,Pam,0,0,34,0,3,0,0,0,0
Karen,Phyllis,0,0,18,0,0,0,0,0,0
Karen,Roy,0,0,2,0,0,0,0,0,0
Karen,Ryan,0,0,5,0,0,0,0,0,0
Karen,Stanley,0,0,7,0,0,0,0,0,0
Karen,Tony,0,0,3,0,0,0,0,0,0
Katy,Michael,9,0,0,0,0,0,0,0,0
Katy,Oscar,1,0,0,0,0,0,0,0,0
Katy,Pam,2,2,0,0,0,0,0,0,0
Katy,Roy,0,2,0,0,0,0,0,0,0
Katy,Ryan,1,0,0,0,0,0,0,0,0
Katy,Stanley,1,0,0,0,0,0,0,0,0
Kelly,Kevin,0,2,10,6,13,12,19,17,0
Kelly,Meredith,0,5,6,1,8,11,13,12,0
Kelly,Michael,0,12,19,15,23,22,23,0,0
Kelly,Nellie,0,0,0,0,0,0,0,1,0
Kelly,Oscar,0,4,4,4,14,10,16,18,0
Kelly,Pam,0,14,22,10,5,16,26,26,0
Kelly,Phyllis,0,9,7,5,10,10,16,16,0
Kelly,Robert California,0,0,0,0,0,0,0,4,0
Kelly,Roy,0,0,3,0,0,0,0,0,0
Kelly,Ryan,0,9,11,8,11,15,24,17,0
Kelly,Stanley,0,4,5,3,6,7,8,10,0
Kelly,Toby,0,7,4,4,4,1,9,4,0
Kelly,Todd Packer,0,0,0,0,0,0,1,0,0
Kelly,Val,0,0,0,0,0,0,0,5,0
Kevin,Meredith,0,4,7,4,16,17,17,17,22
Kevin,Michael,6,34,36,30,32,50,47,0,0
Kevin,Mr. Brown,2,0,0,0,0,0,0,0,0
Kevin,Nate,0,0,0,0,0,0,1,1,0
Kevin,Nellie,0,0,0,0,0,0,0,9,28
